NP_type,Coating,core_size_nm,hydro_size_nm,Surf_charge_mV,Surface_area_m2_g,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,Viability
CdSe,None,4.0,,,,,0.3,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,Hypotonic,3.4,,,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,94.84
SiO2,CTAB,238.5,,-35.9,,Sphere,7.8,12.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,108.73
SiO2,NH2,289.56,,21.7,,Sphere,62.5,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,91.06
CdTe,Folic_acid_based,3.0,,,,,1.75,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,12.16
Cu2O,None,88.5,,,,,0.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTT,TetrazoliumSalt,meta_oxide,46.98
CuO,None,33.0,,,,,0.1,48.0,H4,Human,Brain,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,meta_oxide,59.06
CdSeTe,None,12.0,,,,,0.01,96.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,98.15
CdSe,Poloxamer,7.7,,,,,0.03,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,49.81
CdTe,None,5.25,,,,,110.0,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,Gelatin_based,2.5,,,,,0.0,384.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,93.0
Co3O4,None,200.0,,,,,0.0,72.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,CellTiter_Glo,luciferase,meta_oxide,44.15
PTFE-PMMA,None,723.05,,-6.25,,Irregular,400.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,other,34.09
CdSeTe,HSV_TK_based,12.0,,,,,0.03,96.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,92.0
QDs,COOH,10.0,,,,,0.05,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,quantum_dots,58.09
CdTe,None,2.69,,,,,1.39,4.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,59.0
Al2O3,None,46.0,239.0,,,,0.0,24.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,32.24
Carbon,None,22.61,,,,,0.0,24.0,LLC­PK1,Pig,Kidney,Epithelial,neonate,Normal,male,WST-1,TetrazoliumSalt,carbon,100.0
Au,Citrate_based,11.0,27.17,,,,700.0,24.0,NCIH441,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,98.35
Au,None,30.0,58.55,,,Sphere,15.0,72.0,NHDF,Human,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,other,65.61
CeO2,None,,,,,Sphere,1.56,24.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,meta_oxide,98.24
SiO2,None,199.89,,-36.3,,Sphere,200.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,60.58
CdSe,Antibody_based,6.5,,,,,1.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,80.0
Dendrimer,None,3.8,,256.0,,Sphere,87.0,1.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,propidium_iodide,other,67.0
IronOxide,None,13.5,,,,,1.0,48.0,H4,Human,Brain,Epithelial,Adult,cancer,male,Live/Dead,CalceinAM,meta_oxide,99.93
Au,Citrate_based,270.0,199.0,-45.96,,Sphere,100.0,48.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,CalceinAM,other,79.64
Ag,None,,,,,Sphere,5.0,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,CCK_8,TetrazoliumSalt,other,94.44
IronOxide,None,12.5,,,,,0.15,27.0,hTERT­BJ1,Human,Foreskin,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,meta_oxide,67.59
PLGA,None,120.0,,-11.0,,,0.01,24.0,Colo­205,Human,Colon,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,other,83.0
CdTe,HSV_TK_based,3.9,,,,,3.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,37.35
MWCNT,None,5.0,,,,Needle,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,0.5
Au,CyA,6.5,,88.0,,Sphere,15.0,24.0,Jurkat,Human,Blood,Lymphoblast,Adult,cancer,male,MTT,TetrazoliumSalt,other,83.46
SiO2,None,115.0,,-48.0,,,0.0,48.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,female,Alamar_Blue,AlamarBlue,meta_oxide,82.91
MgO,None,39.0,639.0,,,,0.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,87.64
TiO2,None,25.0,228.3,-10.7,40.0,,60.0,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,102.71
ZnO,None,22.6,276.6,-14.85,,Hexagon,3.1,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,93.31
Ag,PEG_based,59.9,,-9.3,,Sphere,0.5,48.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,107.48
Dendrimer,None,,,,,Sphere,9.24,6.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,88.24
IronOxide,Chitosan,8.0,,11.0,,Sphere,0.5,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,meta_oxide,98.94
Dendrimer,None,6.2,,21.5,,,0.05,24.0,J774,Mouse,Blood,Monocyte/Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,other,99.25
Co3O4,None,,,,,Rhombohedral,25.0,48.0,Hepatocyte,Catfish,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,meta_oxide,137.9
IronOxide,PEG_based,16.5,,-0.52,,Sphere,100.0,48.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTS,TetrazoliumSalt,meta_oxide,56.22
CdSeS,None,4.7,,,,,0.05,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,,quantum_dots,82.1
Au,CyA,6.5,,88.0,,Sphere,1.5,24.0,Jurkat,Human,Blood,Lymphoblast,Adult,cancer,male,MTT,TetrazoliumSalt,other,94.26
IronOxide,None,46.8,,1.7,,Sphere,1.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,100.33
Sb2O3,None,150.0,640.3,-13.3,,,100.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,CytoTox-Glo,Dead-Cell-Protease,meta_oxide,88.4
CoO,None,71.8,208.3,21.6,,,0.8,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,ATPLite,luciferase,meta_oxide,100.0
PLGA,PVA,230.0,178.5,-3.5,,Sphere,1000.0,72.0,Calu-3,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,65.24
CdSe,Cystein_based,50.0,,,,,0.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,89.51
Ag,Cystein_based,8.0,,-56.9,,Sphere,5.0,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,other,98.41
CdSe,None,5.0,,,,,0.57,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0.0
CdSe,None,31.0,,,,,0.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,37.2
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,0.27
Chitosan,None,,,62.1,,Irregular,500.0,48.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,109.04
Bi,silica_based,30.0,,,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,99.19
CdSe,None,9.5,,,,,0.02,5.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,85.0
IronOxide,Tween80,30.0,,,,Sphere,200.0,3.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,meta_oxide,98.41
Au,None,124.1,,-24.14,,Star,0.2,24.0,CCL-110,Human,Skin,Fibroblast,fetus,Normal,female,MTS,TetrazoliumSalt,other,108.99
SiO2,None,13.0,100.0,-27.0,,,0.54,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,CalceinAM,meta_oxide,93.75
CdSe,Folic_acid_based,7.5,,,,,0.05,0.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,XTT,TetrazoliumSalt,quantum_dots,70.0
MWCNT,None,36.53,,,179.28,,31.3,48.0,16HBE14,Human,Heart,Epithelial,Young,Normal,male,CellTiter_Glo,luciferase,nanotubes,38.28
SiO2,None,199.89,,-36.3,,Sphere,500.0,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,51.03
CdSe,None,10.0,,,,,0.25,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,95.7
Ag,None,10.0,,,,,0.82,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,ATPLite,luciferase,other,53.57
Polystyrene,None,100.0,,-35.65,,Sphere,1.0,24.0,AGS,Human,Stomach,Epithelial,,cancer,female,MTT,TetrazoliumSalt,other,95.77
CdSe,None,7.0,,,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,99.0
CdSe,None,4.0,,,,,0.2,4.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,76.0
CdTe,Cystein_based,,,,,,1000.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,70.0
TiO2,None,21.0,327.0,-9.42,57.0,,0.0,24.0,Chang_Liver,Human,Liver,Epithelial,,Normal,,Annexiv_V_,propidium_iodide,meta_oxide,95.64
SLN,None,143.67,,-12.3,,,0.02,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,0.1
CdTe,None,4.5,,,,,0.3,72.0,Cal27,Human,Tongue,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,51.0
SiO2,None,21.06,,-24.5,,Sphere,50.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,61.07
CdTe,None,4.0,,,,,1.0,72.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Calcein,CalceinAM,quantum_dots,66.15
Chitosan,None,,,71.3,,Irregular,500.0,72.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,116.02
CdTe,None,3.1,,,,,0.02,72.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,78.75
CuO,None,28.0,,,,Sphere,25.0,48.0,Hepatocyte,Catfish,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,meta_oxide,89.33
Bi,None,20.0,,,,,0.05,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,other,55.88
MWCNT,None,12.5,,,195.29,,0.0,72.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,LDH,LDHrelease,nanotubes,100.0
SLN,DDAB,134.2,,28.2,,Sphere,66.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,other,99.13
CdS,None,2.6,,,,,1.99,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,32.0
Fe3O4,None,10.0,80.0,-35.0,110.0,,0.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,meta_oxide,100.0
Nanotubes,Tween80,25.0,,,,,0.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,nanotubes,45.36
CdSe,None,3.0,,,,,0.5,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,8.0
CdTe,None,4.5,,,,,0.3,120.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,71.8
TiO2,None,148.15,,-14.55,,Irregular,0.08,24.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,meta_oxide,99.88
Chitosan,None,,,62.1,,Irregular,1000.0,24.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,90.77
IronOxide,None,28.33,,-18.4,,Sphere,100.0,6.0,mDF,Mouse,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,80.0
Polystyrene,NH2,50.0,,,,Sphere,100.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,53.83
SiO2,None,8.5,,-27.0,,Sphere,10.0,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,CalceinAM,meta_oxide,91.76
CdSe,Serum_based,5.5,,,,,0.02,24.0,U251,Human,Lung,Monocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,60.0
Ag,None,,,-0.86,,Wire,5.0,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,other,103.67
CdSe,SA_based,5.5,,,,,0.04,48.0,BNL1-ME-A.7R.1-(MEAR),Mouse,Liver,Epithelial,,Normal,,MTT,TetrazoliumSalt,quantum_dots,97.14
IronOxide,None,46.8,,1.7,,Sphere,100.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,97.04
IronOxide,OleicAcid,10.9,183.6,-28.5,,Sphere,150.0,6.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,101.54
Dendrimer,None,,,,,Sphere,9.24,48.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,Alamar_Blue,AlamarBlue,other,91.18
TiO2,None,38.0,,,,,0.0,24.0,HAEC,Human,Heart,Endothelial,Adult,Normal,,ApoTox­Glo_Triplex,Caspase_Glo,meta_oxide,87.82
ZnO,None,39.0,639.0,,,,0.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,47.03
Au,Citrate_based,18.2,8.7,-8.1,,Sphere,,24.0,PBMC,Human,Blood,Lymphoblast,Adult,Normal,,MTT,TetrazoliumSalt,other,71.16
TiO2,None,33.7,308.0,-25.3,42.5,,100.0,48.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,124.72
Au,None,215.0,,,,Star,1.2,24.0,hFOB1.19,Human,Bone,Osteoblast,fetus,Normal,female,MTT,TetrazoliumSalt,other,66.62
CdSe,RGD_based,4.5,,,,,0.08,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,110.0
Ag,None,17.0,,-23.1,,Sphere,13.48,48.0,KEC,Human,Skin,Epithelial,Adult,Normal,,MTS,TetrazoliumSalt,other,8.06
IronOxide,None,46.8,,1.7,,Sphere,5.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,97.04
Ag,Citrate_based,50.0,,-19.5,,Sphere,50.0,72.0,HDF,Human,Skin,Fibroblast,Adult,Normal,,MTS,TetrazoliumSalt,other,41.39
Ag,None,,,,,Sphere,500.0,48.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,CCK_8,TetrazoliumSalt,other,2.37
Au,Chitosan,8.7,190.7,42.28,,Sphere,,24.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,92.81
Polystyrene,COOH,50.0,,-16.3,,Sphere,5.0,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,CCK_8,TetrazoliumSalt,other,113.83
CdHgTe,None,3.0,,,,,0.12,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,68.42
CdSe,Folic_acid_based,6.0,,,,,3.32,12.0,hCASMC,Human,Artery,Endothelial,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,58.97
CdTe,gum_arabic,3.0,,,,,0.0,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,None,2.9,,,,,0.18,5.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,81.01
Au,Chitosan,8.7,190.7,42.28,,Sphere,,24.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,75.69
MWCNT,None,12.5,,,177.57,,200.0,72.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,LDH,LDHrelease,nanotubes,69.3
CdSe,D_penicillamine_based,5.4,,,,,0.1,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,72.73
Chitosan,None,,,63.2,,Sphere,500.0,24.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,107.47
Chitosan,None,,,74.4,,Irregular,250.0,24.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,101.79
Dendrimer,OH,8.4,,4.57,,Sphere,10.0,72.0,hNPC,Human,Brain,Neural,neonate,Normal,,MTT,TetrazoliumSalt,other,119.26
CuO,None,12.8,305.3,7.6,,,200.0,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,MTS,TetrazoliumSalt,meta_oxide,16.0
Ag,PVP,20.0,148.0,-14.2,,Irregular,1.5,24.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,WST-1,TetrazoliumSalt,other,104.75
CdTe,None,3.2,,,,,0.1,12.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,6.0
ZnO,None,90.0,,,,Sphere,50.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,CCK_8,TetrazoliumSalt,meta_oxide,18.21
CdTe,None,4.6,,,,,1.79,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,74.91
SiO2,None,19.1,98.5,-36.74,,Sphere,150.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTT,TetrazoliumSalt,meta_oxide,30.23
Al2O3,None,46.0,239.0,,,,0.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,101.12
PTFE-PMMA,None,723.05,,-6.25,,Irregular,10.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,other,97.53
SiO2,None,8.5,,-27.0,,Sphere,10.0,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,propidium_iodide,meta_oxide,86.27
CdSe,Glycine,2.4,,,,,0.15,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,96.3
QDs,None,2.5,,,,,200.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,28.83
Cr2O3,None,193.0,316.9,-32.6,,,200.0,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,MTS,TetrazoliumSalt,meta_oxide,52.2
Pt,None,,,,,Sphere,5.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,78.55
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,0.52
Er2O3,None,113.8,442.5,26.14,,Cubic,100.0,24.0,THP_1,Human,Blood,Macrophage,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,95.1
Ag,None,,,-2.09,,Wire,2.0,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,other,100.7
Polystyrene,None,50.0,,-22.66,,Sphere,150.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,CoulterCounter,Impedance,other,104.11
Chitosan,None,,,72.1,,Irregular,250.0,72.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,109.26
CdTe,None,2.2,,,,,6.02,48.0,AML12,Mouse,Liver,Hepatocyte,,Normal,male,Others,,quantum_dots,10.0
MWCNT,None,10.33,292.0,-9.09,,Needle,16.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,nanotubes,84.23
CuO,None,30.0,276.4,-18.08,,Sphere,40.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,CCK_8,TetrazoliumSalt,meta_oxide,19.84
ZnO,None,165.0,,-26.0,,,0.0,24.0,A431,Human,Skin,Epithelial,Adult,cancer,female,NR,toluylene red,meta_oxide,97.42
CdSe,None,4.6,,,,,0.02,24.0,C17_2,Mouse,Cerebellum,Neural,fetus,Normal,,Others,,quantum_dots,62.71
In2O3,None,59.6,310.6,5.4,,Cubic,3.1,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,96.46
MWCNT,None,,,-13.0,,Needle,200.0,4.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,MTT,TetrazoliumSalt,nanotubes,11.73
CdSe,CPP,2.8,,,,,0.25,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
IronOxide,OleicAcid,10.9,183.6,-28.5,,Sphere,10.0,6.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,NR,toluylene red,meta_oxide,101.01
IronOxide,PEG_based,344.65,,-16.45,,Sphere,5.0,24.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,86.47
SiO2,CTAB,90.0,386.9,-35.9,,,0.0,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,117.19
SiO2,None,14.23,128.0,-26.5,,Sphere,100.0,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,NR,toluylene red,meta_oxide,65.02
SiO2,None,15.0,13.0,-14.37,,,10.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,CCK_8,TetrazoliumSalt,meta_oxide,73.55
IronOxide,None,46.8,,1.7,,Sphere,10.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,100.0
IronOxide,Chitosan,8.0,,11.0,,Sphere,4.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,meta_oxide,86.44
CdTe,None,2.9,,,,,0.02,120.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,85.87
Bi,PEG_based,20.0,,,,,0.05,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,other,84.43
Au,Chitosan,16.0,,33.23,,Rod,,24.0,AGS,Human,Stomach,Epithelial,,cancer,female,MTT,TetrazoliumSalt,other,17.92
SiO2,Phosphonate,255.62,,-26.8,,Sphere,1.95,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,103.52
Carbon,COOH,5.9,,,,,0.17,24.0,Neuro­2a,Mouse,Brain,Neural,Adult,cancer,,MTT,TetrazoliumSalt,carbon,96.8
CdSe,Cystein_based,4.8,,,,,0.1,3.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,100.0
CuO,None,46.3,,42.8,,Sphere,50.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,16.17
Pt,Folic_acid_based,4.0,13.5,-40.5,,,0.01,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,CellTiter_Glo,luciferase,other,32.25
IronOxide,DMSA,45.3,,,,Sphere,240.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,meta_oxide,4.45
C60,Dextran,30.29,372.0,-10.1,,Sphere,40.0,24.0,C6,Rat,Brain,Fibroblast,Adult,cancer,,MTT,TetrazoliumSalt,carbon,63.92
TiO2,None,21.0,74.0,-9.42,57.0,,0.0,24.0,Chang_Liver,Human,Liver,Epithelial,,Normal,,Annexiv_V_,propidium_iodide,meta_oxide,93.76
CdTe,None,5.01,,,,,0.09,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Others,,quantum_dots,20.0
TiO2,None,38.0,,,,,0.0,24.0,HAEC,Human,Heart,Endothelial,Adult,Normal,,ApoTox­Glo_Triplex,Caspase_Glo,meta_oxide,84.55
MWCNT,None,12.5,,,177.57,,0.0,24.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,Trypan_Blue,Trypan_Blue,nanotubes,100.0
IronOxide,None,196.4,,,,,0.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,meta_oxide,-58.9
TiO2,None,100.0,,,,Sphere,12.5,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,meta_oxide,93.14
TiO2,None,81.8,486.0,-8.6,,Sphere,3.0,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,90.2
Dendrimer,SC,70.2,,-13.65,,Sphere,10.0,72.0,hNPC,Human,Brain,Neural,neonate,Normal,,MTT,TetrazoliumSalt,other,114.32
